Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_hijos,Año_registro,Total_gasto,Total_compras,Campañas_aceptadas,Cluster_KMeans,Clusters_Jerarquicos,Cluster_DBSCAN
Maestría,Casado,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,57,0,2014,914,14,1,0,0,-1
Licenciatura,Unión Libre,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,34,0,2013,1502,12,1,0,0,0
Licenciatura,Divorciado,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,72,1,2013,1338,20,0,0,0,0
Doctorado,Unión Libre,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,43,1,2013,27,5,0,1,1,0
Posgrado,Unión Libre,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,44,1,2013,763,22,1,0,0,0
Licenciatura,Soltero,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,75,0,2013,1331,22,1,0,0,0
Licenciatura,Casado,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,70,2,2013,525,19,0,1,0,0
Doctorado,Unión Libre,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,65,2,2014,9,4,0,1,1,0
Licenciatura,Unión Libre,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,64,1,2014,953,16,1,0,0,0
Maestría,Divorciado,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,55,2,2013,68,7,0,1,0,0
Maestría,Soltero,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,55,2,2013,131,10,0,1,1,0
Licenciatura,Casado,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,58,1,2013,882,23,0,0,0,0
Posgrado,Unión Libre,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,48,0,2012,1149,25,0,0,0,-1
Licenciatura,Casado,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,57,1,2013,37,5,0,1,1,0
Doctorado,Viudo,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,61,1,2013,388,15,0,1,0,0
Licenciatura,Unión Libre,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,40,0,2013,1428,16,1,0,0,0
Maestría,Casado,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,68,0,2013,1633,24,0,0,0,0
Maestría,Unión Libre,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,51,1,2013,173,10,1,1,1,0
Licenciatura,Soltero,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,39,1,2013,99,9,0,1,1,0
Licenciatura,Unión Libre,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,67,1,2013,215,12,0,1,0,0
Doctorado,Casado,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,64,1,2013,929,31,0,0,0,0
Licenciatura,Unión Libre,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,52,1,2014,219,12,0,1,0,0
Licenciatura,Casado,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,49,2,2013,174,12,1,1,0,0
Licenciatura,Unión Libre,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,48,2,2012,92,9,0,1,1,0
Doctorado,Casado,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,56,0,2013,1052,25,0,0,0,0
Licenciatura,Casado,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,69,1,2013,275,14,1,1,0,0
Posgrado,Casado,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,71,1,2012,587,16,0,0,0,0
Doctorado,Divorciado,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,72,1,2012,1662,33,1,0,0,-1
Doctorado,Unión Libre,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,44,1,2013,159,11,0,1,1,0
Maestría,Viudo,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,73,0,2013,1024,18,4,0,0,-1
Maestría,Divorciado,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,58,1,2014,35,7,0,1,1,0
Maestría,Unión Libre,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,69,0,2013,1042,15,0,0,0,0
Maestría,Unión Libre,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,61,2,2013,395,19,0,1,0,0
Doctorado,Casado,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,51,0,2012,557,23,4,0,0,-1
Doctorado,Casado,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,63,2,2014,9,15,0,1,0,0
Licenciatura,Casado,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,36,0,2013,69,6,0,1,1,0
Doctorado,Casado,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,60,1,2014,486,18,0,1,0,0
Licenciatura,Soltero,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,38,1,2014,34,6,0,1,1,0
Posgrado,Soltero,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,31,0,2012,1365,28,3,0,0,-1
Licenciatura,Unión Libre,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,51,1,2013,13,4,0,1,1,0
Doctorado,Casado,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,48,0,2012,1401,21,0,0,0,0
Licenciatura,Unión Libre,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,65,0,2013,1574,14,1,0,0,0
Doctorado,Soltero,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,42,0,2013,1323,20,1,0,0,-1
Maestría,Divorciado,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,55,1,2013,1217,32,2,0,0,-1
Maestría,Soltero,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,75,3,2012,103,7,0,1,1,-1
Maestría,Unión Libre,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,50,0,2013,84,7,0,1,0,0
Doctorado,Casado,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,54,0,2013,1536,23,0,0,0,0
Licenciatura,Unión Libre,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,41,1,2012,581,18,0,1,0,0
Doctorado,Casado,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,60,1,2012,928,14,0,0,0,0
Posgrado,Divorciado,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,51,0,2013,14,4,0,1,1,0
Licenciatura,Soltero,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,47,1,2013,424,15,0,1,0,0
Licenciatura,Casado,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,55,1,2013,960,14,0,0,0,0
Licenciatura,Casado,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,44,0,2012,1555,20,2,0,0,0
Licenciatura,Viudo,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,53,2,2012,656,29,2,0,0,-1
Maestría,Unión Libre,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,58,2,2013,55,9,0,1,1,0
Licenciatura,Soltero,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,42,1,2014,20,5,0,1,1,0
Maestría,Unión Libre,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,55,1,2012,367,17,0,1,0,0
Posgrado,Unión Libre,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,49,0,2014,2257,22,4,0,0,-1
Doctorado,Divorciado,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,59,1,2014,42,7,0,1,1,0
Licenciatura,Divorciado,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,62,1,2013,1049,26,0,0,0,0
Licenciatura,Soltero,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,54,2,2014,48,7,0,1,1,0
Doctorado,Soltero,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,78,1,2013,685,25,0,0,0,0
Licenciatura,Divorciado,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,74,1,2014,39,5,0,1,1,0
Posgrado,Soltero,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,39,0,2014,43,5,0,1,1,0
Maestría,Viudo,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,67,0,2012,835,21,1,0,0,-1
Licenciatura,Casado,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,68,0,2014,1515,20,1,0,0,0
Doctorado,Unión Libre,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,75,1,2013,1039,26,0,0,0,0
Licenciatura,Divorciado,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,51,1,2013,1596,26,0,0,0,0
Doctorado,Casado,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,42,0,2012,1828,18,1,0,0,0
Doctorado,Casado,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,57,1,2014,34,6,2,1,1,0
Doctorado,Divorciado,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,58,1,2014,149,10,0,1,0,0
Maestría,Soltero,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,57,1,2013,946,23,1,0,0,0
Doctorado,Soltero,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,0,2014,28,6,0,1,1,0
Licenciatura,Soltero,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,42,1,2012,450,17,0,1,0,0
Doctorado,Casado,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,69,2,2014,46,5,0,1,1,0
Doctorado,Divorciado,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,55,0,2013,1702,16,2,0,0,-1
Licenciatura,Unión Libre,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,51,2,2013,820,25,0,0,0,0
Licenciatura,Casado,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,44,1,2013,382,15,1,1,0,0
Doctorado,Casado,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,38,0,2012,2126,20,0,0,0,0
Maestría,Unión Libre,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,37,0,2014,2069,20,3,0,0,-1
Licenciatura,Casado,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,41,1,2013,72,7,0,1,1,0
Licenciatura,Divorciado,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,58,1,2014,732,28,2,0,0,-1
Licenciatura,Soltero,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,52,0,2014,801,11,0,0,0,0
Licenciatura,Divorciado,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,77,1,2013,236,12,0,1,0,0
Básica,Unión Libre,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,48,1,2012,80,5,1,1,1,0
Doctorado,Soltero,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,72,0,2014,1685,15,1,0,0,0
Doctorado,Soltero,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,81,0,2014,277,27,0,0,0,-1
Doctorado,Unión Libre,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,76,1,2013,507,18,0,0,0,0
Doctorado,Casado,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,62,2,2013,68,7,0,1,1,0
Licenciatura,Soltero,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,43,0,2014,49,5,0,1,1,0
Maestría,Casado,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,39,0,2014,397,15,0,0,0,-1
Licenciatura,Divorciado,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,55,1,2013,39,9,0,1,1,0
Licenciatura,Casado,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,58,1,2014,306,14,1,1,0,0
Licenciatura,Casado,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,72,0,2013,976,14,0,0,0,0
Doctorado,Casado,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,55,1,2013,1028,28,0,0,0,0
Licenciatura,Unión Libre,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,40,1,2014,70,7,0,1,1,0
Licenciatura,Casado,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,67,0,2013,46,5,0,1,0,0
Maestría,Casado,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,46,1,2013,51,5,1,1,1,0
Posgrado,Unión Libre,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,66,0,2014,1263,21,0,0,0,-1
Licenciatura,Soltero,67384.0,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,56,1,2012,1490,22,1,0,0,0
Maestría,Unión Libre,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,55,0,2012,1564,24,0,0,0,0
Licenciatura,Casado,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,59,1,2012,1815,18,3,0,0,-1
Doctorado,Viudo,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,63,1,2013,1198,31,0,0,0,0
Licenciatura,Soltero,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,58,1,2012,416,23,3,0,0,-1
Licenciatura,Casado,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,36,0,2013,85,6,0,1,1,0
Doctorado,Soltero,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,45,1,2013,47,8,0,1,1,0
Licenciatura,Soltero,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,50,0,2013,137,8,0,1,1,0
Doctorado,Unión Libre,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,61,2,2012,21,4,0,1,1,0
Posgrado,Soltero,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,49,1,2014,70,6,0,1,1,0
Posgrado,Casado,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,54,1,2014,909,22,0,0,0,0
Licenciatura,Soltero,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,70,0,2012,1676,22,5,0,0,-1
Maestría,Soltero,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,83,0,2013,1735,26,1,0,0,-1
Licenciatura,Soltero,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,67,2,2013,1191,30,0,0,0,-1
Maestría,Casado,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,49,1,2013,24,5,0,1,1,0
Doctorado,Casado,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,57,1,2012,1182,20,2,0,0,0
Licenciatura,Casado,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,56,0,2013,1280,14,0,0,0,0
Licenciatura,Soltero,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,69,0,2012,1336,19,1,0,0,0
Maestría,Casado,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,61,2,2013,749,24,0,0,0,0
Doctorado,Casado,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,52,2,2013,91,7,0,1,1,0
Doctorado,Casado,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,79,1,2013,414,15,0,0,0,0
Maestría,Casado,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,44,1,2014,44,9,0,1,1,0
Maestría,Casado,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,58,2,2014,63,8,0,1,1,0
Licenciatura,Casado,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,75,1,2013,901,23,0,0,0,0
Posgrado,Unión Libre,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,51,2,2012,38,6,0,1,1,0
Doctorado,Soltero,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,70,1,2013,455,20,1,0,0,0
Doctorado,Viudo,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,77,1,2012,775,24,1,0,0,-1
Maestría,Casado,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,67,1,2014,15,4,0,1,1,0
Licenciatura,Casado,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,53,1,2013,38,6,0,1,1,0
Doctorado,Casado,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,42,0,2014,1512,22,4,0,0,-1
Licenciatura,Unión Libre,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,76,1,2013,43,5,0,1,1,0
Licenciatura,Soltero,23763.0,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,49,1,2012,42,5,0,1,1,0
Licenciatura,Casado,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,42,0,2014,1089,23,0,0,0,0
Maestría,Casado,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,50,1,2012,162,9,0,1,1,0
Licenciatura,Viudo,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,75,0,2013,1272,19,0,0,0,0
Licenciatura,Casado,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,44,0,2012,1173,20,1,0,0,0
Maestría,Casado,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,52,1,2014,816,22,0,0,0,0
Licenciatura,Soltero,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,58,2,2013,74,9,0,1,1,0
Licenciatura,Unión Libre,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,72,1,2013,134,9,0,1,1,0
Doctorado,Soltero,51141.0,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,86,0,2013,157,9,0,1,0,-1
Licenciatura,Casado,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,50,1,2013,561,18,0,1,0,0
Licenciatura,Soltero,80872.0,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,75,0,2014,1336,19,0,0,0,0
Doctorado,Unión Libre,72335.0,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,50,0,2012,2092,23,1,0,0,-1
Doctorado,Soltero,61798.0,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,62,0,2013,463,16,0,0,0,0
Doctorado,Viudo,76842.0,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,76,0,2014,1130,17,0,0,0,0
Licenciatura,Unión Libre,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,50,1,2014,20,5,0,1,1,0
Licenciatura,Soltero,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,70,1,2012,377,18,1,1,0,0
Licenciatura,Soltero,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,36,0,2013,1544,28,2,0,0,-1
Doctorado,Viudo,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,76,2,2014,138,10,0,1,1,-1
Maestría,Casado,70053.0,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,61,1,2013,1012,26,0,0,0,0
Doctorado,Viudo,71670.0,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,64,0,2013,1766,15,4,0,0,-1
Licenciatura,Casado,44359.0,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,48,2,2014,45,9,0,1,1,0
Licenciatura,Soltero,40887.0,1,1,2013-05-06,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,74,2,2013,161,10,1,1,1,0
Licenciatura,Divorciado,48877.0,0,1,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,60,1,2014,144,8,0,1,1,0
Licenciatura,Unión Libre,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,79,0,2013,1734,26,0,0,0,0
Licenciatura,Unión Libre,64474.0,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,54,1,2013,823,22,0,0,0,0
Licenciatura,Unión Libre,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,63,1,2014,1138,28,0,0,0,0
Licenciatura,Viudo,72643.0,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,77,0,2013,1429,21,2,0,0,-1
Maestría,Unión Libre,85738.0,0,0,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,48,0,2014,1371,21,2,0,0,-1
Licenciatura,Divorciado,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,60,1,2013,982,16,1,0,0,0
Licenciatura,Soltero,39062.0,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,43,1,2014,44,5,1,1,1,0
Licenciatura,Unión Libre,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,55,2,2013,318,17,1,1,0,0
